file_path,fruit,ripeness,class,class_idx
..\data\raw\banana\overripe\banana_overripe_0053.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\ripe\banana_ripe_0093.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\unripe\banana_unripe_0078.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\unripe\mango_unripe_0039.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\overripe\banana_overripe_0005.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\ripe\banana_ripe_0010.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\unripe\banana_unripe_0042.jpg,banana,unripe,banana_unripe,6
..\data\raw\banana\ripe\banana_ripe_0055.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\unripe\banana_unripe_0044.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\unripe\mango_unripe_0053.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\overripe\mango_overripe_0049.jpg,mango,overripe,mango_overripe,5
..\data\raw\banana\overripe\banana_overripe_0022.jpg,banana,overripe,banana_overripe,8
..\data\raw\mango\ripe\mango_ripe_0070.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\unripe\tomato_unripe_0034.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\tomato\overripe\tomato_overripe_0078.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\ripe\tomato_ripe_0030.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\overripe\tomato_overripe_0046.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\banana\ripe\banana_ripe_0067.jpg,banana,ripe,banana_ripe,7
..\data\raw\mango\ripe\mango_ripe_0063.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\ripe\tomato_ripe_0009.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\ripe\banana_ripe_0030.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\ripe\banana_ripe_0009.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\overripe\tomato_overripe_0048.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\overripe\tomato_overripe_0074.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\overripe\tomato_overripe_0037.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\ripe\tomato_ripe_0039.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\overripe\tomato_overripe_0018.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\banana\overripe\banana_overripe_0046.jpg,banana,overripe,banana_overripe,8
..\data\raw\tomato\ripe\tomato_ripe_0031.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\overripe\mango_overripe_0035.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\overripe\mango_overripe_0038.jpg,mango,overripe,mango_overripe,5
..\data\raw\banana\overripe\banana_overripe_0038.jpg,banana,overripe,banana_overripe,8
..\data\raw\tomato\unripe\tomato_unripe_0064.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\overripe\mango_overripe_0082.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\ripe\mango_ripe_0032.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\overripe\mango_overripe_0099.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\overripe\tomato_overripe_0035.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\unripe\tomato_unripe_0038.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\overripe\banana_overripe_0080.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\unripe\banana_unripe_0081.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\unripe\mango_unripe_0000.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\unripe\mango_unripe_0031.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\ripe\banana_ripe_0039.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\unripe\banana_unripe_0050.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\overripe\mango_overripe_0039.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\ripe\mango_ripe_0074.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\ripe\banana_ripe_0042.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\overripe\tomato_overripe_0041.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\overripe\mango_overripe_0070.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\ripe\tomato_ripe_0050.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\unripe\tomato_unripe_0002.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\unripe\banana_unripe_0005.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\overripe\mango_overripe_0054.jpg,mango,overripe,mango_overripe,5
..\data\raw\banana\ripe\banana_ripe_0019.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\unripe\tomato_unripe_0087.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\tomato\unripe\tomato_unripe_0043.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\unripe\banana_unripe_0088.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\ripe\tomato_ripe_0091.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\unripe\mango_unripe_0083.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\overripe\banana_overripe_0077.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\overripe\banana_overripe_0012.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\unripe\banana_unripe_0083.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\ripe\mango_ripe_0068.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\ripe\mango_ripe_0041.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\overripe\tomato_overripe_0000.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\banana\unripe\banana_unripe_0040.jpg,banana,unripe,banana_unripe,6
..\data\raw\banana\overripe\banana_overripe_0047.jpg,banana,overripe,banana_overripe,8
..\data\raw\tomato\unripe\tomato_unripe_0010.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\overripe\mango_overripe_0098.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\overripe\mango_overripe_0093.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\overripe\tomato_overripe_0030.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\overripe\mango_overripe_0072.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\overripe\tomato_overripe_0020.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\ripe\mango_ripe_0071.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\overripe\tomato_overripe_0013.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\overripe\tomato_overripe_0023.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\banana\unripe\banana_unripe_0006.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\unripe\mango_unripe_0027.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\ripe\mango_ripe_0036.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\ripe\tomato_ripe_0023.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\overripe\tomato_overripe_0002.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\unripe\mango_unripe_0008.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\unripe\mango_unripe_0090.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\ripe\banana_ripe_0066.jpg,banana,ripe,banana_ripe,7
..\data\raw\mango\ripe\mango_ripe_0027.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\overripe\banana_overripe_0062.jpg,banana,overripe,banana_overripe,8
..\data\raw\mango\unripe\mango_unripe_0005.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\unripe\banana_unripe_0046.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\overripe\tomato_overripe_0065.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\banana\unripe\banana_unripe_0093.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\ripe\tomato_ripe_0043.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\ripe\mango_ripe_0077.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\unripe\banana_unripe_0047.jpg,banana,unripe,banana_unripe,6
..\data\raw\banana\unripe\banana_unripe_0053.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\ripe\mango_ripe_0069.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\unripe\tomato_unripe_0057.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\unripe\banana_unripe_0008.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\overripe\tomato_overripe_0011.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\banana\unripe\banana_unripe_0026.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\overripe\tomato_overripe_0062.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\ripe\tomato_ripe_0001.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\overripe\mango_overripe_0064.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\unripe\mango_unripe_0092.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\ripe\banana_ripe_0012.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\overripe\banana_overripe_0076.jpg,banana,overripe,banana_overripe,8
..\data\raw\mango\ripe\mango_ripe_0083.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\overripe\tomato_overripe_0008.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\ripe\tomato_ripe_0013.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\unripe\mango_unripe_0043.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\ripe\mango_ripe_0014.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\unripe\tomato_unripe_0051.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\tomato\unripe\tomato_unripe_0080.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\overripe\banana_overripe_0069.jpg,banana,overripe,banana_overripe,8
..\data\raw\mango\overripe\mango_overripe_0057.jpg,mango,overripe,mango_overripe,5
..\data\raw\banana\overripe\banana_overripe_0054.jpg,banana,overripe,banana_overripe,8
..\data\raw\tomato\ripe\tomato_ripe_0027.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\unripe\banana_unripe_0012.jpg,banana,unripe,banana_unripe,6
..\data\raw\banana\ripe\banana_ripe_0085.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\unripe\tomato_unripe_0025.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\unripe\banana_unripe_0017.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\unripe\tomato_unripe_0092.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\ripe\mango_ripe_0037.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\unripe\banana_unripe_0075.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\unripe\mango_unripe_0087.jpg,mango,unripe,mango_unripe,3
..\data\raw\tomato\overripe\tomato_overripe_0071.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\unripe\mango_unripe_0064.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\overripe\banana_overripe_0008.jpg,banana,overripe,banana_overripe,8
..\data\raw\tomato\unripe\tomato_unripe_0028.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\tomato\unripe\tomato_unripe_0009.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\ripe\mango_ripe_0082.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\unripe\banana_unripe_0036.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\ripe\tomato_ripe_0012.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\ripe\banana_ripe_0024.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\ripe\tomato_ripe_0096.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\unripe\mango_unripe_0084.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\ripe\banana_ripe_0058.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\overripe\tomato_overripe_0056 - Copy.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\overripe\mango_overripe_0089.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\unripe\mango_unripe_0018.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\overripe\mango_overripe_0066.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\overripe\mango_overripe_0061.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\ripe\mango_ripe_0002.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\unripe\tomato_unripe_0062.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\overripe\banana_overripe_0009.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\overripe\banana_overripe_0024.jpg,banana,overripe,banana_overripe,8
..\data\raw\mango\unripe\mango_unripe_0004.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\unripe\mango_unripe_0065.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\ripe\mango_ripe_0099.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\ripe\banana_ripe_0053.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\ripe\banana_ripe_0090.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\ripe\banana_ripe_0031.jpg,banana,ripe,banana_ripe,7
..\data\raw\mango\ripe\mango_ripe_0064.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\ripe\mango_ripe_0097.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\unripe\tomato_unripe_0085.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\ripe\banana_ripe_0044.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\ripe\tomato_ripe_0051.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\unripe\mango_unripe_0062.jpg,mango,unripe,mango_unripe,3
..\data\raw\tomato\overripe\tomato_overripe_0096.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\banana\unripe\banana_unripe_0062.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\ripe\mango_ripe_0072.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\overripe\tomato_overripe_0099.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\banana\ripe\banana_ripe_0078.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\unripe\banana_unripe_0066.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\unripe\tomato_unripe_0088.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\tomato\ripe\tomato_ripe_0014.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\unripe\banana_unripe_0048.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\overripe\mango_overripe_0094.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\unripe\mango_unripe_0030.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\unripe\mango_unripe_0096.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\ripe\mango_ripe_0001.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\ripe\mango_ripe_0021.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\ripe\mango_ripe_0090.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\ripe\tomato_ripe_0077.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\unripe\banana_unripe_0097.jpg,banana,unripe,banana_unripe,6
..\data\raw\banana\ripe\banana_ripe_0038.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\overripe\banana_overripe_0065.jpg,banana,overripe,banana_overripe,8
..\data\raw\mango\unripe\mango_unripe_0038.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\ripe\mango_ripe_0076.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\ripe\tomato_ripe_0079.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\overripe\banana_overripe_0018.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\unripe\banana_unripe_0021.jpg,banana,unripe,banana_unripe,6
..\data\raw\banana\overripe\banana_overripe_0061.jpg,banana,overripe,banana_overripe,8
..\data\raw\mango\ripe\mango_ripe_0006.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\ripe\mango_ripe_0049.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\unripe\tomato_unripe_0045.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\ripe\mango_ripe_0089.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\ripe\tomato_ripe_0073.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\unripe\tomato_unripe_0016.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\ripe\banana_ripe_0045.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\unripe\tomato_unripe_0082.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\tomato\ripe\tomato_ripe_0019.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\ripe\banana_ripe_0028.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\unripe\tomato_unripe_0076.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\ripe\mango_ripe_0045.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\ripe\mango_ripe_0035.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\overripe\banana_overripe_0081.jpg,banana,overripe,banana_overripe,8
..\data\raw\tomato\ripe\tomato_ripe_0021.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\unripe\tomato_unripe_0039.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\ripe\banana_ripe_0003.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\ripe\tomato_ripe_0086.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\ripe\tomato_ripe_0056.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\unripe\banana_unripe_0011.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\overripe\tomato_overripe_0028.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\overripe\mango_overripe_0084.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\unripe\mango_unripe_0088.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\overripe\mango_overripe_0014.jpg,mango,overripe,mango_overripe,5
..\data\raw\banana\unripe\banana_unripe_0013.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\unripe\tomato_unripe_0053.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\unripe\banana_unripe_0024.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\overripe\mango_overripe_0025.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\ripe\tomato_ripe_0070.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\unripe\mango_unripe_0047.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\ripe\banana_ripe_0018.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\unripe\tomato_unripe_0001.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\unripe\banana_unripe_0045.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\unripe\mango_unripe_0099.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\overripe\mango_overripe_0077.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\overripe\tomato_overripe_0095.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\unripe\tomato_unripe_0008.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\overripe\banana_overripe_0090.jpg,banana,overripe,banana_overripe,8
..\data\raw\tomato\ripe\tomato_ripe_0015.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\overripe\tomato_overripe_0051.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\banana\unripe\banana_unripe_0087.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\unripe\mango_unripe_0050.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\unripe\banana_unripe_0027.jpg,banana,unripe,banana_unripe,6
..\data\raw\banana\overripe\banana_overripe_0035.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\ripe\banana_ripe_0076.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\unripe\tomato_unripe_0061.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\tomato\unripe\tomato_unripe_0095.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\unripe\banana_unripe_0014.jpg,banana,unripe,banana_unripe,6
..\data\raw\banana\unripe\banana_unripe_0085.jpg,banana,unripe,banana_unripe,6
..\data\raw\banana\overripe\banana_overripe_0026.jpg,banana,overripe,banana_overripe,8
..\data\raw\tomato\overripe\tomato_overripe_0066.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\ripe\tomato_ripe_0042.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\ripe\mango_ripe_0034.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\ripe\tomato_ripe_0003.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\unripe\mango_unripe_0056.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\ripe\banana_ripe_0016.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\overripe\banana_overripe_0034.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\ripe\banana_ripe_0070.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\unripe\tomato_unripe_0005.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\ripe\banana_ripe_0025.jpg,banana,ripe,banana_ripe,7
..\data\raw\mango\unripe\mango_unripe_0010.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\overripe\banana_overripe_0044.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\unripe\banana_unripe_0057.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\ripe\mango_ripe_0010.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\overripe\mango_overripe_0041.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\unripe\tomato_unripe_0071.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\ripe\mango_ripe_0060.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\unripe\tomato_unripe_0046.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\ripe\mango_ripe_0042.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\ripe\tomato_ripe_0078.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\ripe\tomato_ripe_0063.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\unripe\tomato_unripe_0047.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\tomato\overripe\tomato_overripe_0005.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\unripe\mango_unripe_0014.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\ripe\mango_ripe_0048.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\overripe\mango_overripe_0019.jpg,mango,overripe,mango_overripe,5
..\data\raw\mango\ripe\mango_ripe_0066.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\ripe\banana_ripe_0088.jpg,banana,ripe,banana_ripe,7
..\data\raw\mango\unripe\mango_unripe_0054.jpg,mango,unripe,mango_unripe,3
..\data\raw\tomato\unripe\tomato_unripe_0083.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\ripe\mango_ripe_0095.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\ripe\mango_ripe_0009.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\ripe\mango_ripe_0079.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\unripe\banana_unripe_0007.jpg,banana,unripe,banana_unripe,6
..\data\raw\banana\overripe\banana_overripe_0073.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\unripe\banana_unripe_0033.jpg,banana,unripe,banana_unripe,6
..\data\raw\mango\overripe\mango_overripe_0046.jpg,mango,overripe,mango_overripe,5
..\data\raw\banana\overripe\banana_overripe_0000.jpg,banana,overripe,banana_overripe,8
..\data\raw\mango\overripe\mango_overripe_0022.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\ripe\tomato_ripe_0066.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\ripe\banana_ripe_0050.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\ripe\tomato_ripe_0038.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\unripe\tomato_unripe_0033.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\banana\ripe\banana_ripe_0049.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\overripe\banana_overripe_0083.jpg,banana,overripe,banana_overripe,8
..\data\raw\tomato\ripe\tomato_ripe_0044.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\ripe\banana_ripe_0041.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\ripe\banana_ripe_0029.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\ripe\tomato_ripe_0081.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\overripe\mango_overripe_0074.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\unripe\tomato_unripe_0097.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\unripe\mango_unripe_0024.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\ripe\mango_ripe_0020.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\ripe\mango_ripe_0019.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\unripe\banana_unripe_0065.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\overripe\tomato_overripe_0047.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\banana\overripe\banana_overripe_0015.jpg,banana,overripe,banana_overripe,8
..\data\raw\mango\unripe\mango_unripe_0095.jpg,mango,unripe,mango_unripe,3
..\data\raw\banana\unripe\banana_unripe_0022.jpg,banana,unripe,banana_unripe,6
..\data\raw\tomato\overripe\tomato_overripe_0017.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\tomato\unripe\tomato_unripe_0063.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\tomato\ripe\tomato_ripe_0028.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\banana\ripe\banana_ripe_0052.jpg,banana,ripe,banana_ripe,7
..\data\raw\banana\overripe\banana_overripe_0045.jpg,banana,overripe,banana_overripe,8
..\data\raw\banana\ripe\banana_ripe_0015.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\overripe\tomato_overripe_0036.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\ripe\mango_ripe_0098.jpg,mango,ripe,mango_ripe,4
..\data\raw\banana\overripe\banana_overripe_0039.jpg,banana,overripe,banana_overripe,8
..\data\raw\mango\overripe\mango_overripe_0056.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\ripe\tomato_ripe_0057.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\overripe\mango_overripe_0081.jpg,mango,overripe,mango_overripe,5
..\data\raw\banana\overripe\banana_overripe_0016.jpg,banana,overripe,banana_overripe,8
..\data\raw\tomato\ripe\tomato_ripe_0049.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\mango\overripe\mango_overripe_0012.jpg,mango,overripe,mango_overripe,5
..\data\raw\banana\ripe\banana_ripe_0051.jpg,banana,ripe,banana_ripe,7
..\data\raw\tomato\unripe\tomato_unripe_0014.jpg,tomato,unripe,tomato_unripe,0
